0.05160	2.76367
0.05180	2.58789
0.05200	2.36816
0.05220	2.11426
0.05240	1.82617
0.05260	1.50391
0.05280	1.16699
0.05300	0.80566
0.05320	0.43457
0.05340	0.05371
0.05360	-0.32227
0.05380	-0.70313
0.05400	-1.06445
0.05420	-1.41113
0.05440	-1.73828
0.05460	-2.03613
0.05480	-2.29980
0.05500	-2.52930
0.05520	-2.71484
0.05540	-2.86133
0.05560	-2.95898
0.05580	-3.01758
0.05600	-3.02246
0.05620	-2.97852
0.05640	-2.89063
0.05660	-2.75879
0.05680	-2.58301
0.05700	-2.36328
0.05720	-2.10938
0.05740	-1.81641
0.05760	-1.49902
0.05780	-1.15723
0.05800	-0.80078
0.05820	-0.42480
0.05840	-0.04395
0.05860	0.33203
0.05880	0.70801
0.05900	1.07422
0.05920	1.41602
0.05940	1.74316
0.05960	2.04102
0.05980	2.30469
0.06000	2.53418
0.06020	2.72461
0.06040	2.86621
0.06060	2.96875
0.06080	3.02246
0.06100	3.02734
0.06120	2.98828
0.06140	2.89551
0.06160	2.76367
0.06180	2.58789
0.06200	2.36816
0.06220	2.11426
0.06240	1.82617
0.06260	1.50391
0.06280	1.16211
0.06300	0.80566
0.06320	0.43457
0.06340	0.05371
0.06360	-0.32715
0.06380	-0.70313
0.06400	-1.06445
0.06420	-1.41113
0.06440	-1.73828
0.06460	-2.03613
0.06480	-2.29980
0.06500	-2.52930
0.06520	-2.71484
0.06540	-2.86133
0.06560	-2.96387
0.06580	-3.01758
0.06600	-3.02246
0.06620	-2.98340
0.06640	-2.89551
0.06660	-2.75879
0.06680	-2.58301
0.06700	-2.36328
0.06720	-2.10938
0.06740	-1.82129
0.06760	-1.50391
0.06780	-1.16211
0.06800	-0.80078
0.06820	-0.42480
0.06840	-0.04883
0.06860	0.33203
0.06880	0.71289
0.06900	1.06934
0.06920	1.41602
0.06940	1.74316
0.06960	2.04102
0.06980	2.30469
0.07000	2.53418
0.07020	2.71973
0.07040	2.86621
0.07060	2.96875
0.07080	3.02246
0.07100	3.02734
0.07120	2.98340
0.07140	2.90039
0.07160	2.76367
0.07180	2.58301
0.07200	2.36816
0.07220	2.10938
0.07240	1.82129
0.07260	1.50391
0.07280	1.16699
0.07300	0.80566
0.07320	0.43457
0.07340	0.05371
0.07360	-0.32715
0.07380	-0.70313
0.07400	-1.06934
0.07420	-1.41602
0.07440	-1.73828
0.07460	-2.03613
0.07480	-2.29980
0.07500	-2.52441
0.07520	-2.71484
0.07540	-2.86133
0.07560	-2.96387
0.07580	-3.01758
0.07600	-3.02246
0.07620	-2.98340
0.07640	-2.89551
0.07660	-2.75879
0.07680	-2.57813
0.07700	-2.36328
0.07720	-2.10938
0.07740	-1.81641
0.07760	-1.49902
0.07780	-1.15723
0.07800	-0.80078
0.07820	-0.42480
0.07840	-0.04395
0.07860	0.33691
0.07880	0.70801
0.07900	1.07422
0.07920	1.42090
0.07940	1.74316
0.07960	2.04102
0.07980	2.30469
0.08000	2.53418
0.08020	2.72461
0.08040	2.86621
0.08060	2.96387
0.08080	3.01758
0.08100	3.02734
0.08120	2.98828
0.08140	2.90039
0.08160	2.76367
0.08180	2.58789
0.08200	2.36816
0.08220	2.11426
0.08240	1.82129
0.08260	1.50391
0.08280	1.16211
0.08300	0.80566
0.08320	0.43457
0.08340	0.05371
0.08360	-0.32715
0.08380	-0.70313
0.08400	-1.06934
0.08420	-1.41113
0.08440	-1.73828
0.08460	-2.03613
0.08480	-2.29980
0.08500	-2.52930
0.08520	-2.71484
0.08540	-2.86133
0.08560	-2.96387
0.08580	-3.01758
0.08600	-3.02246
0.08620	-2.97852
0.08640	-2.89063
0.08660	-2.75879
0.08680	-2.57813
0.08700	-2.36328
0.08720	-2.10938
0.08740	-1.82129
0.08760	-1.49902
0.08780	-1.15723
0.08800	-0.79590
0.08820	-0.42480
0.08840	-0.04395
0.08860	0.33691
0.08880	0.70801
0.08900	1.07422
0.08920	1.42090
0.08940	1.74316
0.08960	2.04102
0.08980	2.30469
0.09000	2.53418
0.09020	2.72461
0.09040	2.86621
0.09060	2.96875
0.09080	3.02246
0.09100	3.02734
0.09120	2.98828
0.09140	2.90039
0.09160	2.76367
0.09180	2.58301
0.09200	2.36816
0.09220	2.11426
0.09240	1.82617
0.09260	1.50391
0.09280	1.16699
0.09300	0.80566
0.09320	0.43457
0.09340	0.05371
0.09360	-0.32715
0.09380	-0.70313
0.09400	-1.06934
0.09420	-1.41602
0.09440	-1.73340
0.09460	-2.03613
0.09480	-2.29980
0.09500	-2.52441
0.09520	-2.71484
0.09540	-2.86133
0.09560	-2.96387
0.09580	-3.01758
0.09600	-3.02246
0.09620	-2.98340
0.09640	-2.89063
0.09660	-2.75879
0.09680	-2.57813
0.09700	-2.36328
0.09720	-2.10938
0.09740	-1.81641
0.09760	-1.49902
0.09780	-1.15723
0.09800	-0.80078
0.09820	-0.42480
0.09840	-0.04395
0.09860	0.33691
0.09880	0.71289
0.09900	1.07422
0.09920	1.42090
0.09940	1.74805
0.09960	2.04102
0.09980	2.30469
