0.00000	2.52930
0.00020	2.71973
0.00040	2.86621
0.00060	2.96387
0.00080	3.02246
0.00100	3.02734
0.00120	2.98828
0.00140	2.89551
0.00160	2.76367
0.00180	2.58301
0.00200	2.36816
0.00220	2.10938
0.00240	1.82617
0.00260	1.50879
0.00280	1.16699
0.00300	0.81055
0.00320	0.43457
0.00340	0.05371
0.00360	-0.32715
0.00380	-0.69824
0.00400	-1.06445
0.00420	-1.41113
0.00440	-1.73828
0.00460	-2.03613
0.00480	-2.29980
0.00500	-2.52441
0.00520	-2.71484
0.00540	-2.86133
0.00560	-2.95898
0.00580	-3.01758
0.00600	-3.02246
0.00620	-2.98340
0.00640	-2.89063
0.00660	-2.75879
0.00680	-2.58301
0.00700	-2.36328
0.00720	-2.10938
0.00740	-1.81641
0.00760	-1.49902
0.00780	-1.15723
0.00800	-0.80078
0.00820	-0.42969
0.00840	-0.04883
0.00860	0.33203
0.00880	0.70801
0.00900	1.07422
0.00920	1.42090
0.00940	1.74316
0.00960	2.04102
0.00980	2.30469
0.01000	2.53418
0.01020	2.71973
0.01040	2.86621
0.01060	2.96875
0.01080	3.02246
0.01100	3.02734
0.01120	2.98828
0.01140	2.90039
0.01160	2.76367
0.01180	2.58789
0.01200	2.36816
0.01220	2.11426
0.01240	1.82617
0.01260	1.50879
0.01280	1.16699
0.01300	0.80566
0.01320	0.43457
0.01340	0.05859
0.01360	-0.32227
0.01380	-0.70313
0.01400	-1.06445
0.01420	-1.41113
0.01440	-1.73340
0.01460	-2.03125
0.01480	-2.29980
0.01500	-2.52441
0.01520	-2.71484
0.01540	-2.86133
0.01560	-2.95898
0.01580	-3.01270
0.01600	-3.02246
0.01620	-2.97852
0.01640	-2.89063
0.01660	-2.75879
0.01680	-2.57813
0.01700	-2.36328
0.01720	-2.10449
0.01740	-1.81641
0.01760	-1.49902
0.01780	-1.15723
0.01800	-0.80078
0.01820	-0.42480
0.01840	-0.04395
0.01860	0.33203
0.01880	0.70801
0.01900	1.07422
0.01920	1.42090
0.01940	1.74316
0.01960	2.04102
0.01980	2.30469
0.02000	2.53418
0.02020	2.72461
0.02040	2.86621
0.02060	2.96875
0.02080	3.02246
0.02100	3.02734
0.02120	2.98828
0.02140	2.90039
0.02160	2.76367
0.02180	2.58789
0.02200	2.36816
0.02220	2.11426
0.02240	1.82617
0.02260	1.50879
0.02280	1.16699
0.02300	0.81055
0.02320	0.43457
0.02340	0.05859
0.02360	-0.32227
0.02380	-0.69824
0.02400	-1.06445
0.02420	-1.41113
0.02440	-1.73340
0.02460	-2.03125
0.02480	-2.29492
0.02500	-2.52441
0.02520	-2.71484
0.02540	-2.86133
0.02560	-2.95898
0.02580	-3.01270
0.02600	-3.01758
0.02620	-2.97852
0.02640	-2.89063
0.02660	-2.75879
0.02680	-2.57813
0.02700	-2.36328
0.02720	-2.10449
0.02740	-1.81641
0.02760	-1.49902
0.02780	-1.15723
0.02800	-0.80078
0.02820	-0.42480
0.02840	-0.04395
0.02860	0.33691
0.02880	0.71289
0.02900	1.07422
0.02920	1.42090
0.02940	1.74805
0.02960	2.04102
0.02980	2.30469
0.03000	2.53418
0.03020	2.72461
0.03040	2.87109
0.03060	2.96875
0.03080	3.02246
0.03100	3.03223
0.03120	2.98828
0.03140	2.90039
0.03160	2.76367
0.03180	2.58789
0.03200	2.36816
0.03220	2.11426
0.03240	1.82617
0.03260	1.50879
0.03280	1.16699
0.03300	0.81055
0.03320	0.43457
0.03340	0.05859
0.03360	-0.32715
0.03380	-0.69824
0.03400	-1.06445
0.03420	-1.41113
0.03440	-1.73340
0.03460	-2.03613
0.03480	-2.29980
0.03500	-2.52441
0.03520	-2.71484
0.03540	-2.85645
0.03560	-2.95898
0.03580	-3.01270
0.03600	-3.01758
0.03620	-2.97852
0.03640	-2.89063
0.03660	-2.75879
0.03680	-2.57813
0.03700	-2.36328
0.03720	-2.10449
0.03740	-1.81641
0.03760	-1.49902
0.03780	-1.15723
0.03800	-0.79590
0.03820	-0.42480
0.03840	-0.04395
0.03860	0.33691
0.03880	0.70801
0.03900	1.07422
0.03920	1.42090
0.03940	1.74316
0.03960	2.04102
0.03980	2.30957
0.04000	2.53418
0.04020	2.72461
0.04040	2.87109
0.04060	2.96875
0.04080	3.02246
0.04100	3.03223
0.04120	2.98828
0.04140	2.90039
0.04160	2.76367
0.04180	2.58789
0.04200	2.36816
0.04220	2.11426
0.04240	1.82617
0.04260	1.50879
0.04280	1.16699
0.04300	0.81055
0.04320	0.43457
0.04340	0.05859
0.04360	-0.32715
0.04380	-0.69824
0.04400	-1.06445
0.04420	-1.41113
0.04440	-1.73340
0.04460	-2.03125
0.04480	-2.29980
0.04500	-2.52441
0.04520	-2.71484
0.04540	-2.86133
0.04560	-2.95898
0.04580	-3.01270
0.04600	-3.02246
0.04620	-2.97852
0.04640	-2.89063
0.04660	-2.75879
0.04680	-2.57813
0.04700	-2.35840
0.04720	-2.10449
0.04740	-1.81641
0.04760	-1.49902
0.04780	-1.15723
0.04800	-0.80078
0.04820	-0.42480
0.04840	-0.04395
0.04860	0.33691
0.04880	0.70801
0.04900	1.07422
0.04920	1.42090
0.04940	1.74316
0.04960	2.04102
0.04980	2.30469
0.05000	2.53418
0.05020	2.71973
0.05040	2.87109
0.05060	2.96875
0.05080	3.02246
0.05100	3.02734
0.05120	2.98828
0.05140	2.90039
