Date/Time,CPU Usage %,Temperature C
2022-03-21 23:45:12.561007,0.4,36.5
2022-03-21 23:45:22.852031,0.6,36
2022-03-21 23:45:33.256146,0.4,37
2022-03-21 23:45:43.520387,0.8,37
2022-03-21 23:45:53.752956,0.4,36.5
2022-03-21 23:46:03.980887,0.6,36.5
2022-03-21 23:46:14.203737,0.3,36.5
2022-03-21 23:46:24.443556,0.4,36.5
2022-03-21 23:46:34.671940,0.4,36
2022-03-21 23:46:44.903537,0.9,36.5
2022-03-21 23:46:55.135688,0.3,37
2022-03-21 23:47:05.371669,0.6,36.5
2022-03-21 23:47:15.702576,0.4,36
2022-03-21 23:47:25.916669,0.5,37.9
2022-03-21 23:47:36.151465,0.4,37
2022-03-21 23:47:46.387768,0.8,37.4
2022-03-21 23:47:56.612982,0.4,36.5
2022-03-21 23:48:06.856743,0.6,37.4
2022-03-21 23:48:17.067571,0.5,37
2022-03-21 23:48:27.291394,0.4,36.5
2022-03-21 23:48:37.521725,0.6,36
2022-03-21 23:48:47.876000,0.7,36.5
2022-03-21 23:48:58.097602,0.7,37
2022-03-21 23:49:08.407583,0.5,37
2022-03-21 23:49:18.617019,0.3,37
2022-03-21 23:49:28.847710,0.5,36.5
2022-03-21 23:49:39.070969,0.6,36
2022-03-21 23:49:49.335851,0.5,36.5
2022-03-21 23:49:59.626188,0.4,36.5
2022-03-21 23:50:09.872373,0.4,37
2022-03-21 23:50:20.115972,0.6,36
2022-03-21 23:50:30.319374,0.3,37.4
2022-03-21 23:50:40.751296,0.8,37
2022-03-21 23:50:50.963977,0.3,37.4
2022-03-21 23:51:01.188475,0.6,35.5
2022-03-21 23:51:11.406729,0.4,37
2022-03-21 23:51:21.717549,0.4,37
2022-03-21 23:51:31.930813,0.5,36
2022-03-21 23:51:42.139824,0.8,36.5
2022-03-21 23:51:52.347131,0.5,37
2022-03-21 23:52:02.560846,0.5,36.5
2022-03-21 23:52:12.793541,0.3,36.5
2022-03-21 23:52:23.048516,0.5,36.5
2022-03-21 23:52:33.267915,0.6,36
2022-03-21 23:52:43.503513,0.8,37
2022-03-21 23:52:53.705775,0.4,37
2022-03-21 23:53:04.010172,0.7,35.5
2022-03-21 23:53:14.251347,0.4,36.5
2022-03-21 23:53:24.463690,0.6,37
2022-03-21 23:53:34.675670,0.4,35.5
2022-03-21 23:53:44.880791,0.7,37
2022-03-21 23:53:55.171542,0.4,37.4
2022-03-21 23:54:05.381466,0.8,36
2022-03-21 23:54:15.673867,0.5,37
2022-03-21 23:54:25.900796,0.4,37
2022-03-21 23:54:36.137245,0.4,36
2022-03-21 23:54:46.406324,0.8,37
2022-03-21 23:54:56.615305,0.4,36.5
2022-03-21 23:55:06.842970,0.5,36
2022-03-21 23:55:17.107189,0.4,36.5
2022-03-21 23:55:27.344129,0.5,37
2022-03-21 23:55:37.565080,0.5,36.5
2022-03-21 23:55:48.156357,0.8,35.5
2022-03-21 23:55:58.442694,0.4,37
2022-03-21 23:56:08.652750,0.7,37
2022-03-21 23:56:18.901189,0.4,37
2022-03-21 23:56:29.115301,0.4,37
2022-03-21 23:56:39.342624,0.7,36.5
2022-03-21 23:56:49.543277,0.3,36
2022-03-21 23:56:59.774884,0.4,36.5
2022-03-21 23:57:10.000102,0.4,36.5
2022-03-21 23:57:20.215429,0.4,36.5
2022-03-21 23:57:30.439370,0.8,36
2022-03-21 23:57:40.680667,0.8,37
2022-03-21 23:57:50.907660,0.4,36.5
2022-03-21 23:58:01.195694,0.6,37
2022-03-21 23:58:11.408328,0.5,35.5
2022-03-21 23:58:21.639382,0.4,36.5
2022-03-21 23:58:31.966658,0.3,37
2022-03-21 23:58:42.193916,0.8,36
2022-03-21 23:58:52.434266,0.4,36.5
2022-03-21 23:59:02.695544,0.7,37
2022-03-21 23:59:12.935502,0.3,36.5
2022-03-21 23:59:23.303165,0.6,37
2022-03-21 23:59:33.527148,0.4,36
2022-03-21 23:59:43.757319,0.9,36.5
2022-03-21 23:59:54.005926,0.3,37
2022-03-22 00:00:04.235420,0.5,37
2022-03-22 00:00:14.467676,0.4,36.5
2022-03-22 00:00:24.721060,0.6,37.4
2022-03-22 00:00:35.042492,0.4,36
2022-03-22 00:00:45.342824,0.8,37.4
2022-03-22 00:00:55.779273,2.9,37
2022-03-22 00:01:06.015459,0.8,37
2022-03-22 00:01:16.238392,0.3,36.5
2022-03-22 00:01:26.467804,0.4,37
2022-03-22 00:01:36.813798,0.5,37
2022-03-22 00:01:47.046971,0.9,36
2022-03-22 00:01:57.293540,0.4,36.5
2022-03-22 00:02:07.543895,0.5,36.5
2022-03-22 00:02:17.916019,0.3,35.5
2022-03-22 00:02:28.169051,0.5,37.4
2022-03-22 00:02:38.455007,0.5,36.5
2022-03-22 00:02:48.844669,0.8,36.5
2022-03-22 00:02:59.079248,0.4,35.5
2022-03-22 00:03:09.310008,0.5,36
2022-03-22 00:03:19.555817,0.6,36
2022-03-22 00:03:29.845352,0.4,37
2022-03-22 00:03:40.123910,0.7,36.5
2022-03-22 00:03:50.384494,0.4,36.5
2022-03-22 00:04:00.631653,0.4,36
2022-03-22 00:04:10.943879,0.4,37
2022-03-22 00:04:21.179825,0.4,36.5
2022-03-22 00:04:31.420609,0.4,36
2022-03-22 00:04:41.637684,0.9,36
2022-03-22 00:04:51.935435,0.3,35
2022-03-22 00:05:02.179470,0.5,36
2022-03-22 00:05:12.444441,0.5,35.5
2022-03-22 00:05:22.680786,0.6,36.5
2022-03-22 00:05:32.930786,0.5,35.5
2022-03-22 00:05:43.177822,0.7,35.5
2022-03-22 00:05:53.415442,0.3,36
2022-03-22 00:06:03.866695,0.6,36.5
2022-03-22 00:06:14.108832,0.4,35.5
2022-03-22 00:06:24.327299,0.5,35.5
2022-03-22 00:06:34.604112,0.4,36
2022-03-22 00:06:44.918406,0.8,36
2022-03-22 00:06:55.181218,0.5,35.5
2022-03-22 00:07:05.422512,0.6,35.5
2022-03-22 00:07:15.754599,0.3,36.5
2022-03-22 00:07:25.993830,0.4,36.5
2022-03-22 00:07:36.231277,0.6,36.5
2022-03-22 00:07:46.585044,0.7,36
2022-03-22 00:07:56.814945,0.3,36.5
2022-03-22 00:08:07.050733,0.5,36.5
2022-03-22 00:08:17.380200,0.3,36.5
2022-03-22 00:08:27.671851,0.6,36.5
2022-03-22 00:08:37.914513,0.4,36
2022-03-22 00:08:48.258571,0.7,36
2022-03-22 00:08:58.487694,0.4,37
2022-03-22 00:09:08.732397,0.5,36.5
2022-03-22 00:09:18.967918,0.3,36
2022-03-22 00:09:29.196202,0.3,37
2022-03-22 00:09:39.431846,0.8,37.4
2022-03-22 00:09:49.658298,0.3,37
2022-03-22 00:09:59.887828,0.3,36.5
2022-03-22 00:10:10.131121,0.5,35
2022-03-22 00:10:20.376191,0.7,36.5
2022-03-22 00:10:30.613956,0.4,36.5
2022-03-22 00:10:40.840791,0.9,36.5
2022-03-22 00:10:51.072146,0.4,36.5
2022-03-22 00:11:01.308915,0.5,36.5
2022-03-22 00:11:11.762367,0.5,36.5
2022-03-22 00:11:22.085707,0.6,36
2022-03-22 00:11:32.340464,0.4,35.5
2022-03-22 00:11:42.608126,0.7,37
2022-03-22 00:11:52.935015,1.9,37.4
2022-03-22 00:12:06.806577,1.5,36
2022-03-22 00:12:17.141991,0.3,36
2022-03-22 00:12:27.367948,0.5,36.5
2022-03-22 00:12:37.598649,0.4,36
2022-03-22 00:12:47.975209,0.7,37
2022-03-22 00:12:58.300807,0.4,35.5
2022-03-22 00:13:08.541758,0.5,37
2022-03-22 00:13:18.787521,0.4,36.5
2022-03-22 00:13:29.070786,3.3,36.5
2022-03-22 00:13:39.300836,0.7,36
2022-03-22 00:13:49.542482,0.4,35.5
2022-03-22 00:13:59.781157,0.4,36.5
2022-03-22 00:14:10.091464,0.7,36.5
2022-03-22 00:14:20.329834,0.4,36
2022-03-22 00:14:30.633130,0.5,36.5
2022-03-22 00:14:40.860994,0.8,37
2022-03-22 00:14:51.104823,0.4,36
2022-03-22 00:15:01.344835,0.6,36
2022-03-22 00:15:11.644456,0.5,36.5
2022-03-22 00:15:21.888535,0.4,37
2022-03-22 00:15:32.117804,0.5,37
2022-03-22 00:15:42.356470,0.8,36
2022-03-22 00:15:52.611173,0.4,36.5
2022-03-22 00:16:02.888107,0.6,36.5
2022-03-22 00:16:13.332344,0.3,37.4
2022-03-22 00:16:23.561022,0.5,35.5
2022-03-22 00:16:33.808452,0.5,35.5
2022-03-22 00:16:44.042853,0.8,37
2022-03-22 00:16:54.293418,0.4,36
2022-03-22 00:17:04.528673,0.8,36
2022-03-22 00:17:14.758875,0.5,36.5
2022-03-22 00:17:25.004527,0.5,36
2022-03-22 00:17:35.248753,0.5,36
2022-03-22 00:17:45.610804,0.8,36
2022-03-22 00:17:55.931634,0.4,35.5
2022-03-22 00:18:06.155973,0.5,35.5
2022-03-22 00:18:16.388530,0.4,36
2022-03-22 00:18:26.624412,0.4,36.5
2022-03-22 00:18:36.856958,0.5,35.5
2022-03-22 00:18:47.193098,0.7,36
2022-03-22 00:18:57.453500,0.4,36
2022-03-22 00:19:07.708600,0.6,35.5
2022-03-22 00:19:18.025724,0.4,36
2022-03-22 00:19:28.374931,0.6,36
2022-03-22 00:19:38.631924,0.5,36
2022-03-22 00:19:48.992468,0.8,35.5
2022-03-22 00:19:59.250793,2.8,36
2022-03-22 00:20:09.560822,2.9,36.5
2022-03-22 00:20:19.810199,1.2,35.5
2022-03-22 00:20:30.110797,0.5,36.5
2022-03-22 00:20:40.370165,0.8,37
2022-03-22 00:20:50.663321,0.4,36.5
2022-03-22 00:21:00.928284,0.4,36
2022-03-22 00:21:11.156296,0.4,35
2022-03-22 00:21:21.610105,1.6,36
2022-03-22 00:21:39.220796,1.3,35
2022-03-22 00:21:49.476048,0.7,36.5
2022-03-22 00:21:59.712234,0.4,36.5
2022-03-22 00:22:10.031257,0.4,37
2022-03-22 00:22:20.283829,0.5,37
2022-03-22 00:22:30.515714,0.5,36
2022-03-22 00:22:40.743578,0.7,36.5
2022-03-22 00:22:50.979429,0.4,35.5
2022-03-22 00:23:01.223790,0.6,36
2022-03-22 00:23:11.795430,0.5,36.5
2022-03-22 00:23:22.123407,0.4,35.5
2022-03-22 00:23:32.340731,0.5,37
2022-03-22 00:23:42.566055,0.7,36
2022-03-22 00:23:52.808702,0.5,35.5
2022-03-22 00:24:03.059425,0.5,36
2022-03-22 00:24:13.288659,0.4,36.5
2022-03-22 00:24:23.531335,0.5,36.5
2022-03-22 00:24:33.751748,0.3,36
2022-03-22 00:24:43.987225,1,34.5
2022-03-22 00:24:54.199711,0.3,37.4
2022-03-22 00:25:04.431067,0.7,37
2022-03-22 00:25:14.663609,0.3,36.5
2022-03-22 00:25:24.980342,0.5,36.5
2022-03-22 00:25:35.264527,0.9,36
2022-03-22 00:25:45.635192,0.8,35.5
2022-03-22 00:25:56.126225,0.3,35.5
2022-03-22 00:26:06.393335,0.7,36.5
2022-03-22 00:26:16.622392,0.3,36
2022-03-22 00:26:27.103195,0.5,36
2022-03-22 00:26:37.364047,0.4,36
2022-03-22 00:26:47.599153,0.8,37
2022-03-22 00:26:57.858972,2.9,36.5
2022-03-22 00:27:08.127303,2.7,36.5
2022-03-22 00:27:18.444153,0.8,36
2022-03-22 00:27:28.672063,0.7,37
2022-03-22 00:27:38.899422,0.6,36.5
2022-03-22 00:27:49.206234,0.8,36
2022-03-22 00:27:59.463566,0.4,36
2022-03-22 00:28:09.715678,0.5,36
2022-03-22 00:28:19.960787,1.3,36.5
2022-03-22 00:28:37.896569,1.4,36.5
2022-03-22 00:28:48.453089,0.6,36.5
2022-03-22 00:28:58.850131,0.5,37
2022-03-22 00:29:09.129890,0.6,36.5
2022-03-22 00:29:19.454606,0.5,36.5
2022-03-22 00:29:29.723117,0.4,37
2022-03-22 00:29:39.946819,0.8,36
2022-03-22 00:29:50.172272,0.6,37
2022-03-22 00:30:00.490590,0.4,37
2022-03-22 00:30:10.742932,0.4,36.5
2022-03-22 00:30:20.978641,0.4,37
2022-03-22 00:30:31.283039,0.6,36
2022-03-22 00:30:41.582620,0.6,36
2022-03-22 00:30:51.905910,0.4,37
2022-03-22 00:31:02.228930,0.5,35.5
2022-03-22 00:31:12.479210,0.3,36
2022-03-22 00:31:22.799107,0.4,36.5
2022-03-22 00:31:33.493028,0.7,37.4
2022-03-22 00:31:43.722121,0.8,36.5
2022-03-22 00:31:53.948622,0.4,36.5
2022-03-22 00:32:04.382926,0.8,36
2022-03-22 00:32:14.687131,0.4,36
2022-03-22 00:32:25.035487,0.5,35.5
2022-03-22 00:32:35.330516,0.5,35.5
2022-03-22 00:32:45.637452,1.1,35.5
2022-03-22 00:32:55.944939,0.6,36
2022-03-22 00:33:06.275071,0.6,37
2022-03-22 00:33:16.508956,0.3,36.5
2022-03-22 00:33:26.816801,0.4,35.5
2022-03-22 00:33:37.130763,0.5,36.5
2022-03-22 00:33:47.367114,0.8,37
2022-03-22 00:33:57.659318,0.4,37
2022-03-22 00:34:07.957235,0.6,36.5
2022-03-22 00:34:18.290018,0.5,37
2022-03-22 00:34:28.597869,0.6,36.5
2022-03-22 00:34:38.894842,0.3,36
2022-03-22 00:34:49.234068,0.6,36
2022-03-22 00:34:59.537222,0.4,35.5
2022-03-22 00:35:09.860805,0.4,35.5
2022-03-22 00:35:20.158176,0.3,34.5
2022-03-22 00:35:30.418537,0.5,36
2022-03-22 00:35:40.722558,1,36.5
2022-03-22 00:35:50.981317,0.4,36.5
2022-03-22 00:36:01.278348,0.4,36
2022-03-22 00:36:11.592098,0.5,36
2022-03-22 00:36:21.906152,0.4,35.5
2022-03-22 00:36:32.217864,0.4,36.5
2022-03-22 00:36:42.726538,0.8,36
2022-03-22 00:36:53.018268,0.5,37
2022-03-22 00:37:03.353828,0.5,37.4
2022-03-22 00:37:13.618611,0.4,36.5
2022-03-22 00:37:23.923977,0.6,37
2022-03-22 00:37:34.160790,0.5,36.5
2022-03-22 00:37:44.473655,0.7,36.5
2022-03-22 00:37:54.794050,0.4,37
2022-03-22 00:38:05.080798,0.6,37
2022-03-22 00:38:15.319142,0.5,36.5
2022-03-22 00:38:25.668952,0.4,35.5
2022-03-22 00:38:36.006144,0.6,36
2022-03-22 00:38:46.288907,0.9,36.5
2022-03-22 00:38:56.530823,2.5,36.5
2022-03-22 00:39:06.863584,1.5,37
2022-03-22 00:39:17.172607,0.4,36.5
2022-03-22 00:39:27.484519,0.5,36
2022-03-22 00:39:37.720785,0.6,36.5
2022-03-22 00:39:48.120793,0.7,36.5
2022-03-22 00:39:58.367362,0.4,36
2022-03-22 00:40:08.668188,0.5,36
2022-03-22 00:40:18.980746,0.8,36.5
2022-03-22 00:40:29.202973,2.6,37
2022-03-22 00:40:39.549711,1,36
2022-03-22 00:40:49.844678,0.3,36.5
2022-03-22 00:41:00.151429,0.6,36.5
2022-03-22 00:41:10.488846,0.5,36
2022-03-22 00:41:20.958452,0.5,36.5
2022-03-22 00:41:31.368076,0.5,36.5
2022-03-22 00:41:41.761311,0.8,37.4
2022-03-22 00:41:52.243415,1.8,36
2022-03-22 00:42:07.990587,1.4,37
2022-03-22 00:42:18.280788,0.4,36
2022-03-22 00:42:28.594625,0.4,36.5
2022-03-22 00:42:38.843683,0.5,36.5
2022-03-22 00:42:49.200979,0.6,36.5
2022-03-22 00:42:59.486307,0.4,36.5
2022-03-22 00:43:09.775327,0.5,35.5
2022-03-22 00:43:20.011996,0.4,35.5
2022-03-22 00:43:30.251545,2.7,36.5
2022-03-22 00:43:40.483224,0.8,36.5
2022-03-22 00:43:50.767549,0.4,35.5
2022-03-22 00:44:01.040807,0.5,36.5
2022-03-22 00:44:11.320793,0.5,36.5
2022-03-22 00:44:21.549479,0.5,36.5
2022-03-22 00:44:31.845412,0.4,36.5
2022-03-22 00:44:42.061763,0.9,36
2022-03-22 00:44:52.368332,0.5,36
2022-03-22 00:45:02.587137,0.5,36
2022-03-22 00:45:12.814855,0.3,36.5
2022-03-22 00:45:23.035847,0.5,36.5
2022-03-22 00:45:33.266429,0.6,37
2022-03-22 00:45:43.509419,0.8,36.5
2022-03-22 00:45:53.734310,0.4,36.5
2022-03-22 00:46:03.946325,0.4,37
2022-03-22 00:46:14.161921,0.5,35.5
2022-03-22 00:46:24.393721,0.3,37
2022-03-22 00:46:34.614784,0.5,36
2022-03-22 00:46:44.908009,0.7,35.5
2022-03-22 00:46:55.353966,0.3,36
2022-03-22 00:47:05.668271,0.6,36.5
2022-03-22 00:47:15.896193,0.4,36
2022-03-22 00:47:26.101911,0.4,36
2022-03-22 00:47:36.350272,0.5,36
2022-03-22 00:47:46.723023,1,36.5
2022-03-22 00:47:57.024599,0.4,36
2022-03-22 00:48:07.239505,0.5,36
2022-03-22 00:48:17.467107,0.4,36.5
2022-03-22 00:48:27.695576,0.9,36.5
2022-03-22 00:48:37.934457,0.3,36.5
2022-03-22 00:48:48.378882,0.6,36.5
2022-03-22 00:48:58.637159,0.4,36
2022-03-22 00:49:08.973524,0.6,34.5
2022-03-22 00:49:19.210377,0.4,36
2022-03-22 00:49:29.454452,0.6,35
2022-03-22 00:49:39.721611,0.8,37.4
2022-03-22 00:49:49.937299,0.2,36.5
2022-03-22 00:50:00.169726,0.4,37
2022-03-22 00:50:10.417246,0.4,35.5
2022-03-22 00:50:20.725378,0.4,36
2022-03-22 00:50:30.985617,0.4,36.5
2022-03-22 00:50:41.220786,0.9,36
2022-03-22 00:50:51.464782,0.3,35.5
2022-03-22 00:51:01.788472,0.5,35.5
2022-03-22 00:51:12.103411,0.4,35.5
2022-03-22 00:51:22.407185,0.5,36
2022-03-22 00:51:32.657533,1.1,36
2022-03-22 00:51:42.900815,0.9,36.5
2022-03-22 00:51:53.168766,0.5,36
2022-03-22 00:52:03.638828,0.5,36.5
2022-03-22 00:52:13.901964,0.4,36.5
2022-03-22 00:52:24.169007,0.4,37.4
2022-03-22 00:52:34.485724,0.6,35.5
2022-03-22 00:52:44.725199,1,37
2022-03-22 00:52:54.978580,0.5,36
2022-03-22 00:53:05.230276,0.8,36
2022-03-22 00:53:15.455468,0.3,35.5
2022-03-22 00:53:25.758070,0.4,36.5
2022-03-22 00:53:36.013506,0.5,36.5
2022-03-22 00:53:46.312718,0.8,36.5
2022-03-22 00:53:56.538974,0.3,35.5
2022-03-22 00:54:06.836697,0.6,36
2022-03-22 00:54:17.065985,0.4,36
2022-03-22 00:54:27.294114,0.4,37.4
2022-03-22 00:54:37.589565,0.5,36
2022-03-22 00:54:47.936862,0.9,37
2022-03-22 00:54:58.189472,0.5,36
2022-03-22 00:55:08.437085,0.5,35.5
2022-03-22 00:55:18.744802,0.3,36
2022-03-22 00:55:29.029700,0.4,36.5
2022-03-22 00:55:39.240882,0.6,36.5
2022-03-22 00:55:49.528790,0.9,37
2022-03-22 00:55:59.746664,0.4,36.5
2022-03-22 00:56:10.088955,0.5,37
2022-03-22 00:56:20.398446,0.4,36.5
2022-03-22 00:56:31.033246,0.5,36.5
2022-03-22 00:56:41.337118,0.8,36
2022-03-22 00:56:51.548896,0.3,36.5
2022-03-22 00:57:01.773441,0.6,36
2022-03-22 00:57:12.233300,0.4,36.5
2022-03-22 00:57:22.474592,0.4,35.5
2022-03-22 00:57:32.712811,0.7,35
2022-03-22 00:57:43.016349,0.9,36
2022-03-22 00:57:53.268732,0.4,36
2022-03-22 00:58:03.500790,0.4,36
2022-03-22 00:58:13.815342,0.4,35.5
2022-03-22 00:58:24.050302,0.4,35.5
2022-03-22 00:58:34.337075,0.6,36.5
2022-03-22 00:58:44.644459,0.7,36
2022-03-22 00:58:54.960979,0.4,36
2022-03-22 00:59:05.259998,0.5,35
2022-03-22 00:59:15.538122,0.5,36.5
2022-03-22 00:59:25.768659,0.4,36.5
2022-03-22 00:59:36.024817,0.6,36.5
2022-03-22 00:59:46.291197,0.8,36.5
2022-03-22 00:59:56.521157,0.4,36
2022-03-22 01:00:06.744989,0.5,36.5
2022-03-22 01:00:16.984875,0.5,35
2022-03-22 01:00:27.241655,0.7,36
2022-03-22 01:00:37.494476,0.9,36.5
2022-03-22 01:00:47.948394,0.8,36.5
2022-03-22 01:00:58.174033,0.4,37.4
2022-03-22 01:01:08.477173,0.6,36
2022-03-22 01:01:18.798479,0.4,36
2022-03-22 01:01:29.080960,0.4,35.5
2022-03-22 01:01:39.290813,0.7,35.5
2022-03-22 01:01:49.545034,0.7,36
2022-03-22 01:01:59.769505,0.5,36
2022-03-22 01:02:10.001070,0.5,36
2022-03-22 01:02:20.456754,0.4,36
2022-03-22 01:02:30.680657,0.4,36.5
2022-03-22 01:02:41.012543,0.8,36.5
2022-03-22 01:02:51.293802,0.4,36.5
2022-03-22 01:03:01.516399,0.6,35.5
2022-03-22 01:03:11.720805,0.5,35.5
2022-03-22 01:03:21.968413,0.3,36
2022-03-22 01:03:32.256968,0.5,36.5
2022-03-22 01:03:42.493460,0.8,36.5
2022-03-22 01:03:52.716587,0.4,36.5
2022-03-22 01:04:02.969904,0.4,36
2022-03-22 01:04:13.268674,0.5,35.5
2022-03-22 01:04:23.512579,0.4,36.5
2022-03-22 01:04:33.823081,0.4,37
2022-03-22 01:04:44.056362,0.9,37
2022-03-22 01:04:54.288382,0.4,35.5
2022-03-22 01:05:04.603944,0.6,36
2022-03-22 01:05:14.908273,0.4,36
2022-03-22 01:05:25.144716,0.4,36
2022-03-22 01:05:35.384754,0.5,36
2022-03-22 01:05:45.797180,0.7,37
2022-03-22 01:05:56.119330,0.4,36
2022-03-22 01:06:06.358197,0.4,36.5
2022-03-22 01:06:16.602522,0.4,35.5
2022-03-22 01:06:26.853149,0.5,36.5
2022-03-22 01:06:37.096598,0.4,36.5
2022-03-22 01:06:47.385457,0.8,37
2022-03-22 01:06:57.640247,0.3,36.5
2022-03-22 01:07:07.872001,0.6,35.5
2022-03-22 01:07:18.098793,0.3,36
2022-03-22 01:07:28.612955,0.4,35.5
2022-03-22 01:07:38.854571,0.5,36.5
2022-03-22 01:07:49.151424,0.8,36
2022-03-22 01:07:59.453051,0.4,35
2022-03-22 01:08:09.696316,0.6,36.5
2022-03-22 01:08:19.924155,0.4,36
2022-03-22 01:08:30.175885,0.4,36.5
2022-03-22 01:08:40.495818,1,37.4
2022-03-22 01:08:50.745660,0.4,36
2022-03-22 01:09:00.996734,0.4,36
2022-03-22 01:09:11.239558,0.5,36
2022-03-22 01:09:21.543722,0.6,37
2022-03-22 01:09:31.792653,0.5,36.5
2022-03-22 01:09:42.050435,0.8,36.5
2022-03-22 01:09:52.282672,0.3,36
2022-03-22 01:10:02.583820,0.5,37
2022-03-22 01:10:12.898626,0.5,35.5
2022-03-22 01:10:23.179980,0.7,36
2022-03-22 01:10:33.421655,0.4,35.5
2022-03-22 01:10:43.665146,0.8,37
2022-03-22 01:10:53.888782,0.4,36
2022-03-22 01:11:04.174808,0.4,36
2022-03-22 01:11:14.540927,0.5,36.5
2022-03-22 01:11:24.872612,0.4,35.5
2022-03-22 01:11:35.160110,0.6,36
2022-03-22 01:11:45.521159,0.8,36.5
2022-03-22 01:11:55.764307,0.4,37
2022-03-22 01:12:05.991778,0.4,36
2022-03-22 01:12:16.233496,0.5,35.5
2022-03-22 01:12:26.476733,0.4,36.5
2022-03-22 01:12:36.929467,0.5,35.5
2022-03-22 01:12:47.250221,0.7,36.5
2022-03-22 01:12:57.502404,0.5,37.4
2022-03-22 01:13:07.745214,0.5,37
2022-03-22 01:13:17.975600,0.5,35.5
2022-03-22 01:13:28.216542,0.5,36.5
2022-03-22 01:13:38.470661,0.4,36
2022-03-22 01:13:48.775028,0.6,36.5
2022-03-22 01:13:59.096232,0.4,36
2022-03-22 01:14:09.407100,0.5,36.5
2022-03-22 01:14:19.713474,0.5,36
2022-03-22 01:14:29.920780,0.7,35.5
2022-03-22 01:14:40.234555,0.8,36.5
2022-03-22 01:14:50.457721,0.4,36
2022-03-22 01:15:00.759337,0.4,36
2022-03-22 01:15:11.036292,0.7,36
2022-03-22 01:15:21.301259,0.4,36.5
2022-03-22 01:15:31.607659,0.4,37
2022-03-22 01:15:41.840911,0.8,36.5
2022-03-22 01:15:52.074031,0.5,36
2022-03-22 01:16:02.327375,0.5,37
2022-03-22 01:16:12.556669,0.4,36.5
2022-03-22 01:16:22.883922,0.4,36
2022-03-22 01:16:33.133454,0.6,36.5
2022-03-22 01:16:43.369542,0.9,36
2022-03-22 01:16:53.598565,0.4,36.5
2022-03-22 01:17:03.833010,0.7,35.5
2022-03-22 01:17:14.060669,0.5,35.5
2022-03-22 01:17:24.287687,0.3,36.5
2022-03-22 01:17:34.501491,0.5,35.5
2022-03-22 01:17:44.849124,0.8,36
2022-03-22 01:17:55.128497,0.5,36.5
2022-03-22 01:18:05.394170,0.5,36
2022-03-22 01:18:15.698015,0.6,37
2022-03-22 01:18:25.927662,0.3,37
2022-03-22 01:18:36.155057,0.5,35.5
2022-03-22 01:18:46.478222,0.9,35
2022-03-22 01:18:56.789450,0.4,36
2022-03-22 01:19:07.023209,0.6,36.5
2022-03-22 01:19:17.278540,0.6,36
2022-03-22 01:19:27.527324,0.5,35.5
2022-03-22 01:19:37.759701,0.5,36
2022-03-22 01:19:48.150143,0.8,37
2022-03-22 01:19:58.370782,0.5,35.5
2022-03-22 01:20:08.691071,0.5,35.5
2022-03-22 01:20:18.915639,0.5,36.5
2022-03-22 01:20:29.171939,0.5,36.5
2022-03-22 01:20:39.411934,0.6,37
2022-03-22 01:20:49.704088,0.2,36.5
2022-03-22 01:21:00.011289,0.3,36.5
2022-03-22 01:21:10.252710,0.5,36.5
2022-03-22 01:21:20.544088,0.4,35
2022-03-22 01:21:30.840003,0.6,36.5
2022-03-22 01:21:41.062210,1.1,36.5
2022-03-22 01:21:51.298417,0.4,36
2022-03-22 01:22:01.536908,0.4,36.5
2022-03-22 01:22:11.749628,0.4,35
2022-03-22 01:22:21.979350,0.5,36
2022-03-22 01:22:32.266807,0.3,36
2022-03-22 01:22:42.692826,0.7,35.5
2022-03-22 01:22:52.965705,0.5,36
2022-03-22 01:23:03.193887,0.6,36.5
2022-03-22 01:23:13.433355,0.4,37
2022-03-22 01:23:23.722840,0.7,36
2022-03-22 01:23:33.983801,0.6,35.5
2022-03-22 01:23:44.343471,0.8,35
2022-03-22 01:23:54.739268,0.5,35.5
2022-03-22 01:24:05.007281,0.5,35.5
2022-03-22 01:24:15.265871,0.5,36.5
2022-03-22 01:24:25.525990,0.4,36
2022-03-22 01:24:35.778413,0.4,36.5
2022-03-22 01:24:46.096094,0.7,37
2022-03-22 01:24:56.360791,0.4,37
2022-03-22 01:25:06.693983,0.5,36.5
2022-03-22 01:25:16.965912,0.5,37.9
2022-03-22 01:25:27.281609,0.4,36.5
2022-03-22 01:25:37.613178,0.6,36.5
2022-03-22 01:25:48.087984,0.6,37
2022-03-22 01:25:58.374191,0.5,36.5
2022-03-22 01:26:08.631951,0.5,37
2022-03-22 01:26:18.881940,0.4,36.5
2022-03-22 01:26:29.133113,0.5,36.5
2022-03-22 01:26:39.377639,0.8,36.5
2022-03-22 01:26:49.624615,0.3,35.5
2022-03-22 01:26:59.891421,0.4,36.5
2022-03-22 01:27:10.213774,0.6,37
2022-03-22 01:27:20.545755,0.5,37
2022-03-22 01:27:30.810841,0.5,36
2022-03-22 01:27:41.074640,0.9,35.5
2022-03-22 01:27:51.594943,0.5,35
2022-03-22 01:28:01.868537,0.5,35.5
2022-03-22 01:28:12.237252,0.5,37.4
2022-03-22 01:28:22.499501,0.5,36
2022-03-22 01:28:32.760356,0.4,36.5
2022-03-22 01:28:43.022546,0.9,37
2022-03-22 01:28:53.340791,0.5,36
2022-03-22 01:29:03.614677,0.5,35.5
2022-03-22 01:29:13.890571,0.4,37
